order_item_id,order_id,product_id,quantity,unit_price,discount_amount,total_amount,warehouse_id,delivery_days,returned_flag
1212,37,767,7,83.64,9.11,1347.62,12,14,1
1213,4669,2692,5,120.0,7.15,787.55,4,7,0
1214,2011,4274,3,33.33,18.65,2218.54,11,1,0
1215,4750,3910,5,294.64,20.26,1992.2,13,5,0
1216,1617,3397,1,482.77,3.19,361.68,15,14,0
1217,2125,581,3,274.01,21.76,2406.96,10,13,1
1218,879,2618,2,114.12,14.49,2697.65,3,8,0
1219,3335,4877,1,310.11,15.9,207.5,10,5,0
1220,2639,2908,5,341.6,22.31,302.21,19,12,0
1221,1449,135,1,291.04,12.95,189.01,8,12,0
1222,3855,2105,2,189.18,17.81,786.48,4,13,0
1223,3819,3721,1,415.72,15.39,2814.43,15,14,0
1224,740,2842,8,248.34,3.56,576.7,19,4,0
1225,4143,1559,8,494.61,12.83,2884.75,4,8,0
1226,1151,1893,1,125.46,25.08,914.93,19,11,0
1227,2564,2202,7,115.51,0.9,2326.42,5,4,1
1228,4425,1611,3,42.22,1.01,1781.99,9,4,0
1229,353,2637,3,202.47,27.88,673.74,12,9,0
1230,4284,987,2,127.98,24.6,2589.43,18,3,1
1231,4808,4368,2,417.45,0.11,141.84,6,9,0
1232,4687,1011,6,262.38,28.04,42.54,6,12,1
1233,230,2656,5,34.76,8.93,1310.96,19,7,0
1234,321,3145,6,181.94,13.51,1264.07,5,14,1
1235,2534,4064,3,349.33,7.06,1979.08,5,10,0
1236,1396,1668,7,245.5,5.31,103.76,5,5,0
1237,3739,810,4,179.13,3.68,2050.41,17,1,0
1238,4174,1520,2,81.82,20.91,1639.77,20,13,0
1239,1624,2698,7,334.45,0.42,988.28,14,11,0
1240,3920,3972,4,92.99,11.67,1434.0,16,4,0
1241,193,3056,1,435.78,13.63,207.44,13,12,0
1242,809,220,9,494.72,8.79,1338.72,9,12,0
1243,3658,4798,1,278.58,7.51,1644.48,14,6,0
1244,1834,3212,1,62.97,18.44,1934.88,13,11,0
1245,4515,3029,7,344.34,24.85,36.18,15,1,0
1246,817,4909,7,70.78,15.17,2304.14,1,5,0
1247,4517,994,9,451.44,21.35,909.09,16,9,1
1248,2364,4834,5,295.05,21.93,1082.13,18,13,0
1249,4108,524,2,401.17,27.22,2250.82,18,6,0
1250,2427,3156,8,314.33,22.01,2950.21,11,14,1
1251,2858,4260,3,265.37,8.13,1638.21,4,13,0
1252,4960,1702,5,264.99,5.7,327.88,14,4,0
1253,895,4528,6,371.01,27.24,1902.05,12,10,0
1254,2975,2991,3,451.77,23.0,2999.75,7,7,0
1255,2836,2995,6,113.37,18.76,18.24,7,4,0
1256,4982,750,5,61.37,28.45,163.86,15,13,1
1257,4741,3758,7,32.91,20.19,1338.29,19,3,0
1258,2248,1352,2,434.03,19.06,51.58,9,3,0
1259,572,3948,8,65.58,26.07,993.79,20,12,0
1260,3587,3512,6,316.21,23.65,649.21,16,9,0
1261,1146,1921,1,160.06,8.89,1798.14,12,8,0
1262,3300,2108,2,283.82,14.98,660.74,4,5,0
1263,4422,2068,3,47.05,19.73,900.26,3,3,0
1264,3346,4364,3,292.26,7.08,2812.15,17,13,0
1265,2396,807,3,439.58,19.18,1958.18,18,10,0
1266,4771,3138,5,136.64,22.12,2335.84,16,8,0
1267,1395,4986,9,164.26,7.94,1611.3,3,12,0
1268,3960,4784,6,112.97,8.09,334.17,12,4,0
1269,2161,1293,9,69.27,29.8,1335.56,11,3,0
1270,4261,2878,3,40.84,10.97,643.23,1,5,0
1271,1505,2578,9,336.77,0.85,796.92,4,12,0
1272,3472,4243,4,176.5,5.1,2526.43,14,9,0
1273,2021,4737,7,231.75,22.62,2684.13,6,6,0
1274,4284,4557,1,164.25,20.21,679.21,9,7,0
1275,3863,575,3,373.44,25.04,1335.23,2,14,0
1276,3979,1686,4,342.93,19.75,2907.59,14,10,0
1277,304,4942,8,334.53,18.23,1840.31,8,6,0
1278,72,3726,1,384.12,21.48,2425.56,1,3,0
1279,2648,2896,7,293.57,27.03,1624.54,19,11,1
1280,1897,1171,4,53.14,21.63,1468.15,5,3,0
1281,3898,4988,3,214.29,3.22,2177.54,3,2,0
1282,1047,3366,8,161.81,23.87,964.31,5,10,0
1283,3769,1481,5,174.5,29.49,1931.51,6,1,0
1284,2131,1414,6,102.02,0.08,1560.08,17,14,0
1285,1665,689,2,84.7,14.75,2182.54,8,12,0
1286,791,1124,1,235.85,1.09,420.7,6,9,0
1287,2415,2580,7,485.77,28.65,2028.26,16,12,0
1288,2117,3433,8,16.03,28.75,1919.14,18,13,0
1289,595,1689,3,144.84,18.9,2711.19,20,2,0
1290,1836,2671,6,483.01,15.19,1133.59,4,4,0
1291,2555,4736,1,181.53,1.01,2563.12,15,12,0
1292,1262,467,4,328.99,28.99,114.61,19,3,0
1293,4381,901,2,137.46,29.14,854.03,14,4,0
1294,2433,90,1,273.32,22.3,289.98,14,4,0
1295,3010,4167,3,90.9,0.87,758.41,3,14,0
1296,4545,1677,2,271.65,23.88,1019.2,7,10,0
1297,1226,752,5,242.24,16.86,1861.77,17,5,0
1298,4306,2648,9,418.24,29.15,201.64,4,1,0
1299,4418,368,8,403.0,20.46,637.43,13,14,0
1300,3758,4248,2,95.26,28.68,2181.58,18,7,0
1301,2425,738,7,470.44,3.13,2065.77,3,6,1
1302,1241,84,3,197.77,22.68,1735.3,6,11,0
1303,3241,4665,6,30.04,26.48,2116.57,3,5,0
1304,4621,4412,9,42.89,19.08,2167.46,14,2,0
1305,4618,821,3,212.24,16.24,634.74,8,4,0
1306,3646,4062,2,444.28,23.25,1599.24,2,14,0
1307,939,4518,2,82.38,25.65,2153.37,2,9,0
1308,341,4410,5,242.93,18.7,2009.65,14,10,0
1309,4475,4983,6,271.72,22.05,1412.67,7,4,0
1310,1832,3982,4,446.16,12.0,1293.34,12,9,0
1311,4413,1592,6,11.14,10.44,770.39,8,6,0
1312,4623,1193,4,445.67,6.12,1163.41,9,13,1
1313,906,3461,5,138.7,18.75,1989.35,18,12,0
1314,4609,2560,7,436.39,24.54,1196.63,7,13,0
1315,3344,144,6,214.89,19.9,1722.91,6,4,0
1316,2028,3857,2,167.05,11.77,2833.5,2,10,0
1317,4124,4296,9,495.03,29.62,150.88,6,6,0
1318,4491,2956,5,392.32,0.19,2266.49,15,5,0
1319,4821,1928,9,245.17,9.3,2186.28,17,7,0
1320,293,1293,5,189.93,29.05,1518.77,4,13,0
1321,1273,2199,3,163.12,11.56,447.63,5,5,0
1322,3490,968,7,347.37,18.6,1076.45,13,8,0
1323,970,4735,8,211.26,7.19,936.22,13,12,1
1324,1975,3051,5,326.68,20.7,2139.87,13,1,0
1325,3716,4377,9,210.68,19.46,1513.34,19,10,1
1326,1669,608,3,188.88,18.51,1060.08,7,4,0
1327,3543,4688,8,169.21,11.28,1929.05,5,4,0
1328,2303,600,2,459.87,28.69,779.02,20,14,0
1329,3280,4534,1,384.35,19.31,1927.61,11,2,0
1330,1208,3388,7,329.28,2.79,2926.22,10,9,0
1331,403,2429,5,334.37,22.09,627.2,9,7,0
1332,1039,46,7,95.19,9.59,301.4,1,1,0
1333,2355,3502,3,468.11,9.9,2787.0,15,7,0
1334,4300,918,3,57.28,6.77,1083.3,13,10,0
1335,993,4434,1,115.91,19.44,2001.53,5,6,0
1336,3434,2513,3,16.97,28.67,1051.47,14,13,0
1337,4163,4673,1,187.67,24.56,2489.49,4,1,0
1338,3244,3724,4,157.19,27.72,1474.27,9,6,0
1339,806,1111,5,421.85,27.92,944.74,8,9,0
1340,4797,2401,9,335.1,0.05,2455.43,8,14,0
1341,4677,268,1,397.53,18.73,784.88,9,2,0
1342,4199,3665,8,78.61,27.9,2181.0,3,4,0
1343,751,1383,4,287.61,16.54,989.65,9,8,0
1344,624,235,4,247.45,20.41,1347.22,2,7,0
1345,2876,77,1,216.08,13.1,1882.55,15,13,0
1346,3104,3516,8,496.68,25.56,1965.61,10,4,0
1347,3836,3477,5,226.04,4.9,1407.92,13,8,0
1348,919,3197,3,57.91,2.76,441.59,1,9,0
1349,3611,4089,5,21.4,11.18,2261.19,8,6,0
1350,1493,1801,7,400.02,2.37,2656.59,14,6,0
1351,821,4727,9,9.78,4.25,2750.78,16,1,0
1352,2719,796,9,459.38,4.72,304.72,1,3,0
1353,3896,4897,7,108.22,0.15,2158.1,8,6,0
1354,586,4398,9,441.36,24.42,633.26,1,7,0
1355,4505,2455,9,398.13,26.77,316.22,1,6,0
1356,1921,577,3,109.07,1.2,222.65,1,4,0
1357,2774,3895,5,418.97,6.99,23.0,4,10,0
1358,901,2471,2,163.98,10.23,2767.27,5,4,0
1359,161,2240,5,108.21,23.95,1819.01,12,10,0
1360,949,3706,7,111.14,7.0,1813.92,6,7,1
1361,3542,2451,5,437.49,11.98,2436.0,7,7,0
1362,1725,624,8,12.23,29.21,2586.61,1,1,0
1363,931,4939,2,371.21,24.83,23.64,13,7,1
1364,3308,4701,6,402.24,2.99,2266.38,15,1,0
1365,595,2824,6,188.42,9.59,1173.01,12,13,0
1366,3867,457,4,354.45,17.31,990.32,17,4,0
1367,4235,4357,1,453.01,20.49,2236.35,13,1,1
1368,4636,4696,6,273.99,19.34,1296.23,9,5,0
1369,4899,3217,9,328.35,2.53,2958.7,13,9,0
1370,133,843,1,351.67,29.8,2530.31,17,13,0
1371,2386,4642,6,481.01,5.49,583.13,19,14,1
1372,1517,856,4,212.87,5.27,1544.92,6,4,0
1373,2238,3559,9,281.81,7.26,2115.63,18,10,0
1374,1386,2456,9,236.24,12.32,1005.55,10,13,0
1375,4720,1154,7,161.27,9.63,511.83,10,9,0
1376,3755,904,1,471.83,15.36,1327.1,15,11,1
1377,2901,4396,3,247.28,27.32,380.3,9,11,1
1378,4590,3642,1,465.72,1.21,714.61,5,4,0
1379,274,4864,5,495.56,11.61,2163.39,16,2,0
1380,4617,4100,7,429.32,29.58,1221.84,19,11,0
1381,1716,4812,5,86.77,7.44,1322.21,5,6,0
1382,3083,3191,3,24.01,24.56,1890.86,6,8,0
1383,3524,2128,5,273.01,11.76,1150.07,9,7,0
1384,2843,209,9,271.39,27.31,1342.38,6,3,0
1385,2405,3033,3,304.39,19.11,2264.19,15,13,0
1386,2722,3571,6,33.22,26.8,1576.82,18,2,0
1387,438,186,2,148.33,19.04,2509.42,5,7,1
1388,1035,1684,4,251.07,26.71,1983.35,9,6,0
1389,1474,1311,7,259.6,27.12,1394.94,10,3,0
1390,4383,4421,9,473.56,8.99,2734.75,11,2,0
1391,940,182,4,482.93,25.16,1255.25,16,13,0
1392,4152,4854,3,445.35,25.2,2869.33,13,6,0
1393,345,4350,7,128.91,21.15,2653.54,17,10,0
1394,147,430,2,322.26,7.23,940.14,8,5,0
1395,2336,4062,4,140.68,3.24,77.26,11,12,0
1396,4516,4228,5,475.57,18.54,855.59,4,2,0
1397,4679,4586,3,255.52,19.62,1390.02,4,10,0
1398,3726,2627,5,415.04,29.11,2694.17,16,3,0
1399,257,3335,2,199.54,11.94,610.72,13,8,1
1400,3252,2932,8,193.83,21.68,2869.82,17,8,0
1401,3935,295,5,21.68,26.37,2943.18,6,12,1
1402,4217,1763,8,232.44,23.96,1431.4,13,10,0
1403,3714,1869,3,323.59,12.13,447.45,18,3,1
1404,2238,2340,2,69.28,7.18,2278.2,13,3,0
1405,4940,3123,9,96.5,0.96,1052.33,10,8,0
1406,19,2159,5,485.96,22.74,996.65,3,13,0
1407,3718,3804,8,367.14,11.54,309.46,3,11,0
1408,1745,1018,5,454.73,15.06,2928.87,10,14,1
1409,3979,500,6,240.69,29.47,2683.11,11,9,0
1410,4749,2796,2,93.69,0.14,892.94,12,13,0
1411,496,1382,1,87.35,8.27,201.52,6,6,1
1412,589,4224,2,273.12,29.43,1461.85,14,13,0
1413,4424,512,2,359.12,14.64,533.69,1,13,0
1414,25,390,9,458.36,28.13,1483.31,16,4,0
1415,681,1932,7,206.55,25.54,2328.83,2,14,0
1416,3237,935,5,166.12,21.35,1127.62,11,10,0
1417,1294,4212,9,467.81,21.41,1735.91,7,3,0
1418,3989,3435,8,229.54,0.14,1652.04,4,14,0
1419,2004,2632,7,262.65,8.92,1211.44,6,3,0
1420,298,1874,5,227.37,13.23,2904.41,9,6,0
1421,4129,1682,8,385.28,15.59,1030.04,4,2,0
1422,2704,3914,5,40.23,13.32,111.31,7,13,0
1423,4743,2821,5,419.02,13.09,2539.66,3,8,0
1424,1552,1111,5,199.01,25.88,2793.31,19,6,0
1425,3587,2137,2,483.13,29.09,1461.88,20,13,0
1426,4446,3847,9,153.74,25.41,255.14,12,6,0
1427,4371,3883,6,237.79,20.73,275.56,2,6,0
1428,3357,1325,2,214.09,22.09,1708.64,17,6,1
1429,2550,4805,1,401.71,22.12,365.28,11,9,0
1430,2929,2430,4,337.43,23.99,596.47,1,7,0
1431,4373,1683,4,325.19,1.68,2345.25,15,1,0
1432,4833,2162,5,358.59,2.24,673.39,1,3,0
1433,183,291,4,479.74,2.92,1163.07,7,5,0
1434,523,3657,1,241.59,27.34,1122.8,2,12,0
1435,611,3913,2,327.58,18.65,1326.08,12,2,0
1436,4135,1848,6,343.53,13.66,1266.6,6,13,0
1437,562,4198,9,429.25,23.11,1570.55,6,3,0
1438,2844,3874,8,147.67,6.6,1596.92,4,10,0
1439,2068,2721,7,404.14,24.15,680.58,1,11,0
1440,1703,4868,7,252.13,10.38,457.15,15,3,0
1441,4587,2772,1,13.0,19.03,565.84,13,2,0
1442,1919,2354,5,80.77,29.62,620.9,13,1,0
1443,1736,1707,4,420.48,2.16,2464.79,8,6,0
1444,212,961,5,137.8,28.72,2791.12,17,4,0
1445,2928,3367,6,152.01,23.03,2219.5,17,11,0
1446,2985,4336,6,368.9,13.36,134.33,12,7,0
1447,1273,2163,5,344.53,3.08,1802.27,2,13,0
1448,373,2908,3,227.91,3.35,2344.44,7,12,0
1449,461,4028,3,366.38,17.47,1569.35,8,5,0
1450,1062,1377,8,307.15,15.76,249.22,11,7,0
1451,1494,637,8,95.6,16.06,1540.96,14,11,0
1452,2172,3085,8,142.02,8.34,1915.7,15,6,0
1453,3934,2109,7,36.78,2.75,1713.02,4,9,0
1454,3621,4415,5,332.46,23.98,2167.67,1,8,0
1455,1322,1977,6,32.44,6.65,808.92,13,11,0
1456,3223,3716,6,372.65,19.36,2095.7,9,6,0
1457,4087,3780,9,268.74,10.95,1005.77,1,11,0
1458,3382,1256,5,222.19,19.02,2141.89,7,8,0
1459,3698,4281,7,300.43,23.08,1470.4,11,13,0
1460,1128,1854,9,311.68,5.82,2350.89,5,9,0
1461,3227,1296,9,294.3,0.41,1512.48,6,10,0
1462,3758,2087,1,358.05,8.37,870.16,15,9,0
1463,2862,3944,7,319.85,28.84,2969.46,2,5,1
1464,1371,2527,9,244.13,5.49,733.95,1,11,0
1465,854,4314,4,415.62,14.2,1213.84,7,10,0
1466,2336,2071,3,486.97,11.2,2327.85,19,12,0
1467,4273,4728,1,308.23,9.29,1558.33,8,1,0
1468,3046,1402,7,357.49,21.93,2052.41,3,8,0
1469,303,2424,8,256.68,21.65,1469.02,12,5,0
1470,3112,3696,9,203.44,23.4,1835.42,14,4,0
1471,3176,3184,3,431.1,10.18,1541.62,1,6,1
1472,2551,2958,3,101.36,10.78,2975.15,13,7,1
1473,777,3120,1,346.7,16.42,630.4,5,13,0
1474,4551,1203,5,72.93,0.11,2675.71,15,9,0
1475,2706,37,8,384.47,28.61,1398.91,2,8,0
1476,1966,4302,7,121.15,7.03,85.29,5,11,0
1477,3816,2185,7,305.47,5.17,2934.15,13,3,0
1478,3073,2837,4,73.96,19.12,2609.74,16,6,0
1479,3450,1198,1,5.3,25.44,229.99,4,7,0
1480,3790,1278,7,372.01,19.26,1156.71,6,5,0
1481,728,118,3,438.23,18.88,2591.89,18,6,0
1482,2554,2201,5,400.77,14.65,1524.86,2,7,0
1483,1745,3030,9,70.76,26.72,2772.52,12,6,0
1484,2641,3091,3,121.17,29.02,1792.68,19,4,0
1485,3440,2226,2,413.09,17.86,2431.0,12,11,0
1486,1210,1350,8,13.32,2.37,1355.99,6,9,0
1487,1762,2708,2,266.57,3.03,287.23,15,13,1
1488,4478,3024,6,418.71,12.58,688.72,17,12,0
1489,2008,2657,6,101.64,14.77,415.49,4,12,0
1490,2182,342,2,76.33,19.22,2407.52,11,14,0
1491,2912,4728,5,94.95,29.8,2771.82,4,14,0
1492,3305,745,1,379.03,21.23,699.64,19,6,0
1493,2062,4265,7,482.78,26.2,971.88,9,10,0
1494,3432,1317,2,109.49,28.28,2221.8,11,11,0
1495,4469,2116,9,58.77,5.87,1305.88,14,10,0
1496,3842,3781,1,139.06,10.01,2432.54,3,7,0
1497,2787,1356,4,59.88,20.64,962.17,7,4,0
1498,2738,959,6,7.52,19.59,1587.42,11,10,0
1499,2190,1663,3,227.65,12.7,2503.63,1,3,0
1500,4628,3244,6,376.93,25.62,1056.26,9,3,0
1501,2268,2936,4,159.02,29.43,1927.27,9,2,0
1502,1933,2526,2,168.85,11.95,1942.21,17,14,1
1503,313,2228,5,117.79,10.42,1062.27,14,7,0
1504,177,2577,8,70.17,8.65,2233.33,15,3,0
1505,1772,547,2,38.05,16.84,1590.35,10,4,0
1506,4551,3085,6,287.26,18.37,1786.17,16,5,0
1507,3011,3076,8,383.22,5.46,1177.76,12,10,0
1508,3205,3265,6,254.32,8.46,278.98,20,1,0
1509,1851,3115,5,422.9,3.62,2098.07,10,8,0
1510,1545,4891,3,233.57,27.13,1035.65,6,11,0
1511,1077,1756,8,40.26,19.45,1829.33,19,1,0
1512,2786,984,2,304.0,16.68,2724.51,9,6,0
1513,2898,3522,9,358.97,27.71,2506.56,19,2,0
1514,3844,307,8,66.09,29.48,1891.48,19,2,0
1515,3821,1366,6,264.17,0.75,690.1,7,9,0
1516,1237,1362,9,152.11,23.71,1553.83,9,12,0
1517,3794,4916,6,481.46,16.16,1130.81,17,13,0
1518,2868,2102,8,109.88,0.07,1777.26,18,3,0
1519,4260,1347,5,342.9,12.89,2196.69,8,11,0
1520,3683,2658,7,157.76,23.22,2181.52,13,2,0
1521,3143,1517,2,211.09,22.28,180.32,9,1,0
1522,2274,2970,1,414.39,27.82,1124.61,8,13,0
1523,4517,4078,8,498.6,18.64,1176.25,13,3,0
1524,3778,444,5,64.91,6.79,569.92,13,6,0
1525,3497,548,9,232.45,21.79,1465.14,17,7,0
1526,3920,3081,7,312.03,29.44,844.47,20,9,1
1527,4508,3207,4,199.46,26.56,1048.7,5,2,0
1528,1182,310,5,70.26,0.06,1722.05,16,13,0
1529,2022,1220,3,16.82,12.95,2543.86,11,2,0
1530,4946,3398,5,20.49,6.24,1290.7,18,1,0
1531,1968,2664,4,251.27,14.8,1624.93,9,7,0
1532,2276,2765,3,208.5,11.75,2387.74,3,10,0
1533,4704,1353,8,489.74,16.86,1294.87,10,3,0
1534,1616,3635,4,456.47,24.78,1164.68,3,8,0
1535,2018,1406,4,307.56,19.28,2001.12,5,10,0
1536,1814,3123,8,239.95,10.74,819.93,19,4,0
1537,283,2238,5,288.78,10.14,95.17,13,4,0
1538,4073,3210,5,234.88,6.3,411.89,4,8,0
1539,2080,1455,5,176.62,15.46,833.72,5,12,0
1540,1479,3795,6,307.13,24.33,2429.85,17,3,0
1541,1260,1864,5,465.53,0.03,639.44,2,10,0
1542,1256,4879,1,324.76,21.26,1865.81,11,3,0
1543,2890,2451,1,92.83,15.21,934.89,3,12,0
1544,4260,1891,6,240.56,25.8,185.9,10,6,0
1545,2314,165,2,90.42,15.33,2498.11,1,5,0
1546,131,3276,3,64.12,26.36,2801.19,7,12,0
1547,1100,1872,6,168.18,22.18,507.14,13,14,0
1548,1248,1512,2,103.59,14.57,1534.17,6,1,1
1549,2419,341,6,467.99,8.95,870.71,11,5,0
1550,350,3709,6,32.65,29.23,1654.15,15,4,0
1551,3733,1364,2,482.25,6.27,2110.3,19,10,0
1552,20,1852,2,421.2,23.36,2953.8,8,13,0
1553,1887,4218,7,134.33,20.53,1051.6,17,11,0
1554,403,3990,9,50.82,12.32,770.82,2,5,0
1555,2027,1324,1,285.66,21.55,2008.27,6,2,0
1556,3720,3720,8,126.9,3.89,2530.63,12,3,0
1557,4522,4126,4,129.02,7.23,93.42,1,12,0
1558,790,1628,6,289.11,21.58,139.59,19,14,0
1559,3694,2536,3,231.54,3.84,1748.0,7,2,1
1560,1652,3827,1,255.92,27.18,400.03,2,5,0
1561,2542,1746,1,162.95,17.93,1891.1,4,7,0
1562,4428,2170,5,165.49,2.13,1702.17,18,1,0
1563,362,884,4,499.71,23.06,2406.23,14,14,0
1564,2879,4490,8,199.64,13.13,2393.75,17,5,0
1565,2888,3341,3,115.37,8.89,2499.02,19,11,0
1566,2258,4779,3,353.71,15.94,2803.43,6,8,0
1567,2496,2536,2,392.97,22.53,1774.84,4,12,0
1568,3946,1459,9,121.44,27.33,442.91,16,5,0
1569,2165,631,5,59.12,9.61,2744.7,10,2,0
1570,1599,4150,9,150.55,20.83,2989.65,11,14,0
1571,427,2878,7,265.0,10.24,125.01,12,4,0
1572,2246,425,8,193.49,0.4,1809.99,4,10,0
1573,156,2303,7,81.52,28.88,1128.88,16,13,0
1574,3229,1932,5,17.17,8.94,918.21,15,8,1
1575,402,3084,2,255.32,13.93,2310.13,9,1,0
1576,619,1435,8,435.94,19.47,911.14,4,5,0
1577,3374,14,5,299.74,20.39,457.53,4,8,1
1578,2542,3088,8,434.95,24.68,735.47,19,8,0
1579,825,3061,5,384.25,11.46,1616.75,2,10,0
1580,4089,1117,1,174.86,21.23,770.0,11,10,1
1581,3812,3962,9,209.53,18.46,1055.01,3,10,0
1582,2058,1420,5,431.86,29.56,1728.72,11,9,0
1583,1563,2485,2,354.17,22.19,2079.31,6,7,0
1584,4661,4367,4,281.9,28.34,219.42,2,1,0
1585,13,4097,1,473.95,8.5,1240.33,15,6,0
1586,2711,4892,4,28.1,13.68,2146.27,8,7,0
1587,1320,3960,5,429.15,15.88,990.29,9,5,0
1588,3415,1625,2,162.74,25.45,2274.77,5,2,0
1589,2600,2787,6,326.31,12.74,1033.93,9,12,0
1590,2354,1158,4,457.94,16.71,2280.29,1,4,0
1591,2417,4799,5,180.25,4.12,2867.83,18,5,1
1592,1565,1019,5,250.07,5.77,1517.41,10,4,0
1593,2678,2170,4,164.71,11.72,1453.44,8,5,0
1594,1174,521,1,353.6,1.51,1458.56,17,13,0
1595,2346,3380,5,69.56,2.29,2857.57,14,3,0
1596,1988,2521,4,377.73,21.13,486.23,1,13,0
1597,1512,3894,6,391.44,2.13,2223.48,11,7,0
1598,718,2022,7,37.68,0.06,2072.31,9,13,0
1599,4471,3894,4,202.87,1.88,1901.0,10,9,0
1600,4506,2176,3,349.92,19.16,2220.83,3,3,0
1601,2350,1700,1,51.69,16.86,964.74,17,10,0
1602,360,869,2,397.74,24.44,2784.79,11,8,0
1603,3794,3057,1,323.03,6.17,2724.34,4,4,0
1604,715,1705,9,234.26,17.68,699.13,1,5,1
1605,878,411,4,51.99,24.21,1547.93,18,6,0
1606,2551,789,7,40.32,21.56,947.62,15,5,0
1607,2748,2950,6,126.38,9.54,2374.42,11,7,0
1608,2384,4910,1,396.17,18.54,2701.88,17,2,0
1609,1514,1439,2,445.56,21.95,1609.52,17,7,0
1610,399,3659,4,127.61,24.57,968.68,18,5,0
1611,1256,4915,6,155.69,29.66,1939.82,14,9,0
1612,303,1645,5,89.23,11.99,435.87,8,12,0
1613,4412,648,3,344.51,0.91,1531.46,4,7,0
1614,1608,83,9,18.71,15.7,2278.33,18,13,1
1615,895,4314,7,465.78,9.65,795.73,11,7,0
1616,3857,2798,6,141.13,9.06,1181.89,9,3,0
1617,1938,2933,5,386.36,20.5,1966.46,8,6,0
1618,293,546,8,482.46,1.3,2879.41,12,14,0
1619,4464,2607,8,77.7,16.25,247.35,11,11,0
1620,4888,3344,5,66.55,19.05,475.23,5,10,0
1621,593,2785,1,141.54,21.79,392.58,10,14,0
1622,1944,1187,3,296.84,28.88,669.65,15,6,0
1623,3863,778,4,5.67,0.26,191.22,11,3,0
1624,3798,2276,1,304.93,15.71,1092.81,2,10,0
1625,190,823,1,290.57,26.22,849.05,10,13,0
1626,1777,2173,4,27.71,6.12,602.39,3,11,1
1627,2804,2352,4,263.91,29.28,779.7,8,1,1
1628,447,1284,7,418.03,5.71,1934.11,12,10,0
1629,780,4883,6,153.23,19.11,2069.98,15,11,0
1630,4195,1084,1,409.98,2.24,2786.15,15,4,0
1631,3968,2515,1,223.98,15.57,638.79,7,9,0
1632,348,3882,6,421.8,7.52,312.0,15,9,0
1633,3274,2538,7,238.13,9.33,185.25,13,10,0
1634,439,4528,2,450.91,11.1,1484.36,10,3,0
1635,1069,2614,3,457.35,7.0,1941.29,19,12,0
1636,3800,2740,2,8.2,26.01,726.58,17,8,1
1637,4444,421,6,195.96,4.56,2000.5,15,3,0
1638,3431,2926,1,444.23,12.9,570.29,3,11,0
1639,2403,2207,7,11.9,29.44,675.06,18,3,0
1640,3578,35,2,55.53,17.64,1996.03,5,10,0
1641,764,439,5,218.31,18.94,2863.8,10,6,0
1642,1589,3801,1,490.27,21.88,2710.39,9,6,0
1643,1510,2920,7,464.05,26.02,90.8,13,10,0
1644,3223,4463,5,294.61,24.61,2944.32,2,2,0
1645,2175,4462,5,130.04,10.92,1099.79,10,7,0
1646,2956,1888,8,322.66,25.13,1667.27,10,7,0
1647,2291,4878,8,164.82,6.14,1042.53,14,3,0
1648,2901,3364,8,328.44,12.14,2474.97,20,11,0
1649,3179,3118,3,88.85,20.04,2020.43,8,12,0
1650,3867,1257,8,302.89,7.34,2632.82,5,7,0
1651,3782,3722,5,347.36,10.64,644.25,19,7,0
1652,3766,495,1,358.68,15.37,1924.85,19,9,0
1653,3632,570,4,488.66,7.24,1599.63,9,1,0
1654,3691,3826,5,18.0,22.82,1770.63,11,3,0
1655,696,1256,8,43.3,21.85,1102.56,5,9,0
1656,2537,3296,2,304.55,27.66,29.25,9,11,0
1657,663,2118,6,243.85,1.97,2116.94,8,13,0
1658,772,2483,4,316.32,27.0,2145.89,11,1,0
1659,2528,1773,3,348.37,0.48,2611.45,18,2,0
1660,1296,784,9,22.01,24.72,2887.94,8,6,0
1661,2372,2818,5,243.83,7.71,605.32,13,2,0
1662,3817,617,2,251.04,19.58,213.66,11,2,0
1663,2791,2727,3,312.51,20.08,2356.87,6,5,0
1664,2398,2270,9,182.42,11.58,2637.3,16,10,1
1665,2162,2056,8,38.68,6.2,521.82,18,13,0
1666,1717,4611,6,164.8,1.09,336.07,10,8,0
1667,426,4556,8,112.79,17.38,2547.89,17,3,0
1668,123,1469,1,394.23,21.11,2933.47,2,4,0
1669,4150,819,2,440.45,11.24,1229.41,18,5,0
1670,1433,2856,6,91.01,5.72,2715.74,11,2,0
1671,1115,1779,5,306.6,4.87,2316.46,2,2,0
1672,499,2822,1,104.47,7.97,875.61,2,5,0
1673,4338,2663,4,416.83,24.0,479.38,18,9,1
1674,396,3758,8,387.0,4.54,593.03,9,10,0
1675,2312,1967,9,293.03,13.04,1583.08,16,9,1
1676,4440,3656,1,162.1,19.55,1198.06,17,9,0
1677,793,2152,2,491.63,25.42,2876.22,10,8,0
1678,2861,2171,3,324.98,15.36,1251.85,17,4,0
1679,175,4056,7,370.68,20.41,300.49,6,12,0
1680,4875,3744,5,440.83,15.32,367.26,1,7,0
1681,2263,3238,2,412.75,22.72,2718.18,13,14,0
1682,3492,4919,3,411.34,23.57,1559.04,6,4,0
1683,40,899,8,130.77,23.44,2836.87,19,6,0
1684,3291,2480,4,161.38,22.08,2851.16,6,11,0
1685,2413,739,9,199.31,24.27,2888.72,19,6,0
1686,3809,1152,6,458.8,24.02,2765.3,12,5,0
1687,2192,2746,8,33.33,25.91,2664.76,11,1,0
