order_id,customer_id,order_date,order_status,payment_method,shipping_city,shipping_cost,discount,tax_amount,sales_rep_id
960,1853,2023-05-21,Returned,Cash,Dhaka,17.35,0.15,12.77,10
961,4484,2023-10-09,Pending,Mobile Banking,Dhaka,48.47,0.23,14.66,9
962,2680,2023-10-17,Delivered,Cash,Chattogram,8.46,0.07,19.34,34
963,864,2023-07-24,Pending,Card,Sylhet,23.43,0.13,31.4,77
964,1250,2024-11-23,Cancelled,Cash,Khulna,8.13,0.15,31.15,55
965,1219,2024-07-12,Pending,Mobile Banking,Chattogram,39.73,0.05,33.89,75
966,4905,2023-11-28,Pending,Cash,Sylhet,6.26,0.21,11.95,75
967,1050,2024-10-09,Pending,Mobile Banking,Dhaka,28.14,0.02,14.19,94
968,2903,2024-02-07,Delivered,Card,Chattogram,6.14,0.18,6.43,92
969,4633,2023-08-21,Delivered,Cash,Rajshahi,23.18,0.06,34.37,87
970,4807,2024-12-14,Delivered,Cash,Rajshahi,14.74,0.0,26.26,61
971,1495,2023-02-01,Delivered,Cash,Dhaka,45.26,0.09,3.56,59
972,2337,2025-02-27,Returned,Cash,Sylhet,3.6,0.13,12.49,79
973,368,2023-07-11,Pending,Card,Sylhet,32.85,0.25,6.53,11
974,412,2024-02-11,Cancelled,Mobile Banking,Chattogram,35.07,0.12,38.78,13
975,3094,2024-08-25,Pending,Cash,Rajshahi,44.56,0.27,13.32,62
976,354,2025-05-06,Returned,Card,Sylhet,44.01,0.25,20.11,92
977,1566,2024-08-05,Pending,Mobile Banking,Chattogram,48.88,0.06,13.06,71
978,1339,2023-10-25,Pending,Card,Chattogram,13.44,0.05,19.23,95
979,4878,2023-02-04,Cancelled,Cash,Rajshahi,14.47,0.07,39.95,22
980,329,2025-06-16,Cancelled,Cash,Dhaka,20.47,0.11,11.85,38
981,1494,2023-08-08,Cancelled,Card,Chattogram,27.34,0.18,11.66,14
982,2830,2024-12-11,Pending,Cash,Dhaka,18.99,0.04,15.17,6
983,1487,2024-09-09,Returned,Cash,Rajshahi,37.27,0.16,7.19,31
984,3736,2023-11-28,Delivered,Card,Chattogram,1.42,0.17,29.69,51
985,738,2023-02-21,Delivered,Mobile Banking,Khulna,1.87,0.2,15.48,3
986,3889,2023-01-17,Pending,Card,Rajshahi,36.09,0.17,23.44,17
987,4844,2025-05-03,Delivered,Card,Rajshahi,44.27,0.25,26.62,20
988,1795,2023-01-09,Delivered,Cash,Khulna,39.05,0.19,1.9,7
989,1303,2023-06-29,Pending,Mobile Banking,Rajshahi,6.74,0.28,25.94,17
990,2669,2023-01-03,Pending,Cash,Khulna,46.81,0.21,21.54,58
991,4239,2023-10-05,Returned,Card,Khulna,26.57,0.13,3.77,90
992,3883,2024-11-24,Delivered,Mobile Banking,Rajshahi,37.37,0.06,5.42,27
993,4167,2025-03-14,Pending,Mobile Banking,Khulna,10.85,0.0,17.91,13
994,638,2023-06-16,Delivered,Cash,Khulna,27.89,0.03,14.18,5
995,4563,2023-09-08,Cancelled,Mobile Banking,Rajshahi,17.17,0.06,17.78,65
996,2642,2023-10-01,Cancelled,Card,Khulna,48.76,0.06,25.6,17
997,41,2024-08-15,Returned,Mobile Banking,Dhaka,24.24,0.22,6.6,37
998,3986,2023-01-27,Pending,Card,Rajshahi,38.02,0.12,26.67,16
999,2947,2023-04-28,Delivered,Card,Rajshahi,30.56,0.1,32.82,18
1000,771,2025-01-08,Cancelled,Card,Dhaka,5.62,0.02,0.62,92
1001,4375,2023-12-18,Pending,Cash,Sylhet,27.6,0.16,15.05,3
1002,3017,2023-07-14,Cancelled,Cash,Chattogram,27.47,0.18,11.37,18
1003,3711,2024-10-14,Cancelled,Cash,Khulna,36.07,0.26,17.56,41
1004,58,2023-09-30,Pending,Mobile Banking,Khulna,16.77,0.15,24.8,94
1005,4264,2023-11-13,Cancelled,Mobile Banking,Chattogram,43.17,0.0,7.91,96
1006,1654,2024-02-06,Pending,Mobile Banking,Khulna,31.51,0.02,5.8,78
1007,3238,2025-01-24,Returned,Cash,Khulna,2.93,0.08,29.29,17
1008,82,2024-06-12,Pending,Card,Dhaka,35.63,0.04,27.59,83
1009,4230,2024-11-26,Cancelled,Card,Dhaka,45.44,0.23,18.7,61
1010,1509,2023-02-17,Cancelled,Cash,Dhaka,34.47,0.03,20.3,47
1011,262,2023-01-16,Delivered,Card,Dhaka,19.62,0.05,11.16,72
1012,3707,2024-04-14,Returned,Card,Rajshahi,29.94,0.2,13.5,68
1013,4115,2024-12-05,Cancelled,Cash,Khulna,9.4,0.07,13.14,24
1014,2318,2023-10-10,Returned,Card,Chattogram,30.46,0.29,29.19,93
1015,4673,2023-01-14,Delivered,Cash,Khulna,25.55,0.26,22.45,47
1016,3803,2023-12-14,Returned,Mobile Banking,Rajshahi,2.28,0.22,29.31,56
1017,2912,2024-01-02,Pending,Card,Rajshahi,16.77,0.1,23.83,75
1018,669,2023-08-16,Returned,Cash,Khulna,10.37,0.02,22.05,76
1019,1271,2024-09-19,Cancelled,Mobile Banking,Khulna,20.14,0.1,13.16,14
1020,1735,2024-01-08,Cancelled,Card,Dhaka,12.85,0.11,16.12,71
1021,3815,2025-03-28,Pending,Mobile Banking,Rajshahi,41.88,0.04,35.55,67
1022,4020,2025-01-05,Cancelled,Card,Khulna,35.19,0.04,23.25,96
1023,4716,2024-06-24,Delivered,Mobile Banking,Chattogram,37.27,0.2,21.22,11
1024,3858,2024-06-23,Cancelled,Mobile Banking,Chattogram,18.68,0.07,2.6,2
1025,1900,2024-02-09,Delivered,Card,Dhaka,1.17,0.2,27.0,17
1026,2232,2024-02-12,Returned,Cash,Dhaka,11.74,0.16,27.6,42
1027,441,2024-07-11,Returned,Mobile Banking,Khulna,38.01,0.27,27.78,58
1028,581,2023-03-01,Cancelled,Cash,Chattogram,30.54,0.24,4.1,23
1029,3322,2025-05-16,Cancelled,Mobile Banking,Rajshahi,27.39,0.05,12.37,33
1030,376,2024-10-21,Pending,Mobile Banking,Sylhet,14.75,0.18,15.16,86
1031,3802,2023-02-21,Returned,Card,Chattogram,4.71,0.2,33.15,45
1032,1808,2023-05-30,Delivered,Mobile Banking,Rajshahi,39.46,0.26,39.24,78
1033,729,2025-04-15,Pending,Mobile Banking,Chattogram,2.89,0.19,16.88,49
1034,2438,2024-10-17,Pending,Cash,Khulna,3.9,0.04,22.39,20
1035,4276,2024-10-22,Returned,Cash,Sylhet,15.45,0.08,0.79,53
1036,2424,2023-06-21,Pending,Cash,Sylhet,29.07,0.19,0.85,17
1037,2892,2023-11-14,Delivered,Card,Khulna,49.62,0.27,3.44,8
1038,2377,2024-10-22,Pending,Cash,Khulna,5.44,0.27,28.92,7
1039,1969,2024-09-07,Delivered,Card,Dhaka,24.19,0.11,7.54,37
1040,2248,2024-05-03,Delivered,Card,Rajshahi,30.49,0.25,30.44,100
1041,2744,2024-10-12,Cancelled,Cash,Rajshahi,41.33,0.15,17.56,49
1042,2857,2024-09-23,Returned,Mobile Banking,Dhaka,34.79,0.14,34.07,68
1043,1760,2024-07-02,Returned,Mobile Banking,Rajshahi,40.58,0.11,34.88,30
1044,1913,2024-11-14,Returned,Cash,Sylhet,26.6,0.2,35.25,52
1045,3673,2023-05-04,Returned,Mobile Banking,Chattogram,22.26,0.18,21.97,54
1046,3809,2023-10-05,Delivered,Card,Sylhet,31.32,0.11,31.65,52
1047,1983,2023-07-31,Returned,Cash,Dhaka,45.14,0.23,26.65,85
1048,2678,2024-12-06,Returned,Card,Rajshahi,27.99,0.11,7.88,42
1049,1695,2024-03-02,Delivered,Cash,Rajshahi,30.67,0.18,15.57,27
1050,4532,2024-04-03,Cancelled,Mobile Banking,Chattogram,17.56,0.12,38.51,3
1051,1738,2024-06-16,Returned,Mobile Banking,Chattogram,30.21,0.04,31.02,95
1052,46,2025-01-22,Pending,Card,Chattogram,31.76,0.05,10.89,16
1053,1942,2024-10-18,Cancelled,Mobile Banking,Sylhet,37.92,0.2,11.6,77
1054,4340,2023-10-19,Cancelled,Mobile Banking,Dhaka,29.04,0.24,10.54,71
1055,156,2023-05-22,Cancelled,Card,Dhaka,10.68,0.14,13.49,75
1056,3466,2024-11-07,Returned,Card,Dhaka,29.51,0.1,37.17,98
1057,962,2024-01-23,Delivered,Card,Sylhet,15.6,0.1,17.62,42
1058,945,2024-10-07,Returned,Cash,Khulna,5.28,0.18,14.89,75
1059,1279,2023-06-27,Returned,Card,Rajshahi,41.45,0.14,9.95,96
1060,1386,2023-03-26,Cancelled,Cash,Sylhet,4.24,0.0,35.75,56
1061,4055,2023-07-24,Delivered,Cash,Dhaka,31.95,0.23,38.32,33
1062,3920,2024-07-03,Returned,Cash,Sylhet,49.44,0.04,13.28,29
1063,1737,2023-12-01,Returned,Card,Sylhet,5.29,0.2,24.86,95
1064,2867,2024-01-24,Returned,Cash,Khulna,11.79,0.1,38.36,91
1065,2425,2023-06-15,Returned,Mobile Banking,Chattogram,38.28,0.17,20.23,62
1066,4249,2024-06-19,Delivered,Card,Dhaka,5.75,0.26,19.01,66
1067,3839,2024-06-13,Delivered,Card,Sylhet,41.8,0.05,21.34,8
1068,2820,2025-05-10,Delivered,Cash,Chattogram,1.01,0.23,1.81,43
1069,3224,2024-11-02,Pending,Card,Rajshahi,44.61,0.01,12.35,47
1070,2651,2025-04-18,Delivered,Cash,Rajshahi,4.27,0.28,28.11,12
1071,240,2023-08-10,Delivered,Card,Rajshahi,46.18,0.06,38.69,84
1072,3255,2024-09-05,Cancelled,Cash,Sylhet,43.36,0.24,22.97,40
1073,4527,2025-05-07,Returned,Card,Sylhet,27.44,0.02,8.02,5
1074,500,2023-11-24,Returned,Card,Khulna,39.12,0.1,17.36,56
1075,3870,2024-08-23,Cancelled,Cash,Dhaka,4.67,0.19,19.86,57
1076,4393,2024-10-31,Delivered,Mobile Banking,Chattogram,7.62,0.2,6.51,77
1077,2231,2024-08-22,Returned,Card,Rajshahi,19.1,0.21,13.51,1
1078,3629,2024-02-18,Pending,Mobile Banking,Chattogram,27.34,0.11,18.08,33
1079,1430,2023-05-13,Pending,Mobile Banking,Khulna,43.54,0.2,10.85,60
1080,527,2025-02-10,Cancelled,Card,Rajshahi,27.59,0.13,14.48,73
1081,1809,2023-06-28,Pending,Card,Chattogram,33.6,0.17,11.41,34
1082,1211,2025-04-02,Cancelled,Cash,Dhaka,34.31,0.16,24.71,72
1083,3948,2023-10-16,Pending,Cash,Dhaka,44.0,0.05,23.35,33
1084,1049,2024-09-18,Pending,Mobile Banking,Khulna,39.06,0.25,22.29,100
1085,4395,2023-12-15,Pending,Cash,Chattogram,48.87,0.26,4.32,56
1086,4669,2023-10-14,Cancelled,Cash,Khulna,1.98,0.06,7.75,76
1087,1155,2023-12-30,Returned,Cash,Khulna,11.18,0.12,4.88,100
1088,676,2023-03-24,Cancelled,Cash,Khulna,46.59,0.14,3.0,83
1089,3039,2023-08-25,Delivered,Card,Sylhet,39.82,0.16,10.25,21
1090,3279,2024-03-13,Delivered,Cash,Dhaka,14.1,0.01,8.18,97
1091,2286,2023-08-27,Pending,Mobile Banking,Sylhet,48.74,0.23,29.14,68
1092,2240,2024-03-20,Pending,Card,Sylhet,43.62,0.26,27.99,4
1093,1052,2023-03-07,Returned,Card,Dhaka,4.17,0.04,8.45,49
1094,3179,2024-10-21,Returned,Mobile Banking,Khulna,40.75,0.27,7.04,11
1095,3295,2024-12-16,Returned,Card,Chattogram,39.44,0.26,6.22,90
1096,429,2023-04-24,Pending,Card,Khulna,11.84,0.16,13.14,5
1097,2132,2025-05-02,Cancelled,Mobile Banking,Khulna,33.79,0.08,12.12,60
1098,498,2023-07-08,Pending,Cash,Sylhet,48.54,0.06,1.63,30
1099,2285,2025-03-14,Delivered,Card,Chattogram,34.12,0.15,22.93,66
1100,3867,2024-08-18,Pending,Cash,Dhaka,40.87,0.15,35.97,88
1101,851,2025-05-25,Returned,Mobile Banking,Rajshahi,5.87,0.2,21.78,16
1102,2660,2023-10-03,Delivered,Card,Dhaka,36.65,0.24,3.02,82
1103,2892,2024-09-03,Pending,Cash,Chattogram,11.03,0.28,24.18,76
1104,1059,2023-10-29,Returned,Mobile Banking,Dhaka,4.52,0.24,19.66,90
1105,2145,2025-06-03,Pending,Card,Sylhet,28.05,0.27,36.32,12
1106,3305,2025-02-24,Pending,Card,Chattogram,37.78,0.15,14.85,26
1107,2573,2024-12-10,Returned,Cash,Rajshahi,27.79,0.01,30.2,68
1108,1782,2025-05-14,Delivered,Card,Rajshahi,46.65,0.02,2.02,27
1109,489,2024-06-29,Delivered,Cash,Chattogram,35.09,0.08,29.0,53
1110,404,2024-08-13,Cancelled,Cash,Dhaka,6.76,0.18,2.14,87
1111,4870,2024-10-04,Delivered,Card,Rajshahi,46.79,0.1,14.12,85
1112,403,2024-08-06,Pending,Mobile Banking,Chattogram,8.49,0.05,37.95,48
1113,3658,2025-01-24,Returned,Card,Chattogram,38.15,0.26,28.28,37
1114,1802,2024-10-12,Delivered,Mobile Banking,Chattogram,8.28,0.3,37.04,98
1115,184,2024-11-16,Pending,Cash,Khulna,49.93,0.0,20.09,45
1116,4991,2024-04-24,Pending,Cash,Dhaka,17.28,0.03,24.45,75
1117,3640,2024-03-01,Delivered,Card,Chattogram,25.3,0.15,20.95,3
1118,1517,2023-01-17,Returned,Card,Chattogram,23.88,0.1,19.42,6
1119,4157,2023-02-16,Returned,Card,Khulna,5.99,0.23,23.34,78
1120,1709,2023-01-30,Cancelled,Cash,Sylhet,25.21,0.2,2.04,6
1121,3694,2024-01-27,Returned,Card,Khulna,8.33,0.02,7.83,77
1122,1948,2023-02-09,Returned,Mobile Banking,Chattogram,40.3,0.16,8.98,29
1123,4242,2024-12-11,Delivered,Mobile Banking,Dhaka,47.96,0.1,15.62,33
1124,1550,2025-04-23,Delivered,Cash,Khulna,40.59,0.29,17.66,17
1125,4279,2025-05-02,Pending,Cash,Chattogram,22.12,0.14,29.72,57
1126,4411,2024-10-29,Delivered,Card,Dhaka,1.12,0.28,7.04,11
1127,3949,2023-10-11,Cancelled,Card,Khulna,2.8,0.01,23.01,66
1128,4755,2023-02-28,Pending,Mobile Banking,Rajshahi,25.26,0.03,11.26,34
1129,2792,2025-04-27,Returned,Mobile Banking,Dhaka,34.29,0.12,20.87,95
1130,996,2023-11-26,Delivered,Cash,Chattogram,41.16,0.27,25.25,16
1131,2857,2024-12-26,Cancelled,Card,Dhaka,30.38,0.16,23.51,41
1132,652,2023-09-20,Pending,Card,Dhaka,48.94,0.25,9.01,37
1133,893,2023-11-20,Cancelled,Card,Chattogram,25.2,0.09,28.52,22
1134,2837,2023-01-24,Cancelled,Card,Rajshahi,30.4,0.03,26.32,46
1135,2003,2023-12-20,Returned,Mobile Banking,Dhaka,12.28,0.07,37.31,35
1136,1065,2025-03-19,Pending,Card,Chattogram,17.64,0.19,25.55,7
1137,2431,2025-01-20,Delivered,Mobile Banking,Dhaka,34.47,0.26,28.95,50
1138,169,2023-02-23,Returned,Cash,Sylhet,30.48,0.14,32.54,15
1139,171,2025-02-20,Cancelled,Card,Rajshahi,19.11,0.06,4.69,4
1140,3690,2024-11-14,Pending,Mobile Banking,Sylhet,6.49,0.19,28.01,88
1141,739,2023-11-01,Returned,Mobile Banking,Dhaka,17.79,0.06,13.08,13
1142,3528,2023-11-15,Delivered,Mobile Banking,Rajshahi,3.16,0.17,33.01,29
1143,3563,2024-12-21,Cancelled,Card,Chattogram,29.46,0.03,19.47,50
1144,1318,2023-02-14,Pending,Mobile Banking,Sylhet,16.83,0.24,23.43,16
1145,1288,2025-04-19,Returned,Mobile Banking,Rajshahi,19.61,0.24,10.78,1
1146,2295,2023-12-28,Returned,Cash,Rajshahi,29.18,0.16,26.2,34
1147,4244,2025-01-31,Cancelled,Card,Dhaka,29.48,0.01,1.91,98
1148,4037,2024-04-05,Returned,Mobile Banking,Sylhet,29.83,0.08,30.07,80
1149,4537,2023-01-07,Delivered,Mobile Banking,Chattogram,25.09,0.04,6.95,96
1150,4458,2023-09-16,Delivered,Card,Khulna,24.92,0.16,9.49,33
1151,2270,2023-03-29,Delivered,Card,Dhaka,41.24,0.03,0.54,15
1152,658,2023-07-08,Pending,Mobile Banking,Rajshahi,23.91,0.26,12.87,81
1153,4204,2024-03-30,Returned,Card,Sylhet,27.27,0.26,15.84,58
1154,3202,2024-06-25,Delivered,Card,Khulna,49.42,0.05,9.74,81
1155,576,2024-05-31,Delivered,Card,Rajshahi,9.87,0.21,9.59,35
1156,300,2023-12-26,Pending,Card,Sylhet,36.59,0.21,35.77,53
1157,3507,2024-01-04,Returned,Card,Sylhet,24.19,0.12,13.39,29
1158,1893,2023-07-19,Delivered,Mobile Banking,Khulna,41.7,0.05,29.03,76
1159,224,2023-01-07,Delivered,Mobile Banking,Rajshahi,20.8,0.04,9.88,58
1160,3649,2024-11-09,Delivered,Cash,Khulna,15.85,0.22,32.46,77
1161,2742,2024-01-21,Pending,Cash,Chattogram,11.18,0.07,27.27,21
1162,1859,2024-11-13,Returned,Card,Dhaka,43.74,0.18,30.37,39
1163,3695,2024-01-31,Delivered,Card,Dhaka,36.2,0.26,17.86,1
1164,2298,2024-06-23,Cancelled,Mobile Banking,Chattogram,4.77,0.18,35.24,49
1165,4337,2024-09-11,Pending,Cash,Rajshahi,35.96,0.29,15.27,77
1166,2865,2023-05-27,Cancelled,Card,Khulna,2.72,0.19,24.24,43
1167,3545,2023-10-11,Returned,Card,Dhaka,9.9,0.09,25.78,88
1168,1700,2023-04-09,Pending,Cash,Chattogram,30.05,0.26,38.11,88
1169,3335,2024-08-10,Pending,Cash,Sylhet,23.71,0.09,5.81,77
1170,2063,2024-08-26,Pending,Card,Dhaka,42.18,0.29,5.86,100
1171,665,2024-05-21,Returned,Cash,Dhaka,30.79,0.14,18.75,5
1172,496,2024-04-18,Cancelled,Cash,Chattogram,48.28,0.29,36.76,55
1173,1465,2025-01-11,Delivered,Cash,Khulna,42.9,0.06,1.36,78
1174,4646,2024-12-10,Returned,Mobile Banking,Dhaka,17.67,0.0,11.41,80
1175,2085,2023-05-27,Delivered,Card,Khulna,41.87,0.06,11.7,70
1176,3706,2024-07-29,Delivered,Cash,Chattogram,43.63,0.03,12.55,2
1177,436,2025-05-08,Delivered,Cash,Sylhet,48.52,0.22,1.48,68
1178,2341,2025-06-03,Pending,Card,Dhaka,1.62,0.08,33.11,63
1179,4397,2024-05-17,Pending,Mobile Banking,Khulna,43.86,0.19,0.85,80
1180,1698,2023-02-19,Cancelled,Card,Khulna,4.42,0.2,19.37,100
1181,4012,2024-06-05,Returned,Cash,Rajshahi,26.88,0.21,2.73,85
1182,1047,2023-08-13,Delivered,Cash,Khulna,21.32,0.25,32.05,81
1183,2398,2023-03-23,Returned,Card,Khulna,46.07,0.04,29.99,67
1184,1090,2023-07-01,Returned,Mobile Banking,Chattogram,20.85,0.02,29.0,88
1185,1419,2024-06-05,Returned,Card,Khulna,30.21,0.01,29.58,70
1186,3022,2023-12-26,Pending,Card,Rajshahi,34.9,0.03,37.64,83
1187,3049,2023-08-23,Delivered,Card,Sylhet,1.93,0.11,16.96,98
1188,570,2025-04-01,Delivered,Mobile Banking,Rajshahi,29.96,0.29,34.53,86
1189,29,2023-11-22,Returned,Card,Sylhet,26.38,0.11,7.78,3
1190,3155,2024-04-11,Cancelled,Card,Dhaka,30.11,0.14,18.32,39
1191,3507,2024-03-22,Pending,Card,Sylhet,4.71,0.24,0.85,87
1192,641,2025-01-14,Returned,Cash,Sylhet,3.72,0.28,11.72,11
1193,3205,2025-01-16,Returned,Mobile Banking,Rajshahi,9.7,0.29,18.6,96
1194,4211,2024-06-29,Delivered,Cash,Chattogram,43.61,0.25,36.42,30
1195,4776,2023-02-12,Cancelled,Cash,Chattogram,18.47,0.15,13.02,50
1196,4177,2024-01-17,Returned,Card,Sylhet,22.27,0.07,27.06,100
1197,1986,2023-05-13,Cancelled,Cash,Rajshahi,20.12,0.18,33.44,67
1198,2655,2024-02-07,Delivered,Card,Chattogram,36.0,0.06,13.4,48
1199,4817,2024-09-16,Delivered,Card,Chattogram,13.71,0.02,7.18,40
1200,4032,2024-01-05,Returned,Card,Rajshahi,4.35,0.28,23.85,100
1201,4168,2023-02-23,Cancelled,Cash,Sylhet,19.53,0.15,11.73,16
1202,2030,2024-10-15,Returned,Mobile Banking,Dhaka,36.66,0.15,26.27,32
1203,474,2024-07-14,Returned,Card,Rajshahi,45.83,0.18,5.82,100
1204,171,2025-02-17,Returned,Mobile Banking,Rajshahi,3.49,0.14,6.49,62
1205,2088,2023-06-08,Returned,Mobile Banking,Rajshahi,40.71,0.13,27.2,86
1206,3245,2023-05-18,Cancelled,Cash,Sylhet,4.24,0.27,38.96,76
1207,2472,2024-06-16,Returned,Card,Sylhet,17.2,0.24,10.25,40
1208,1246,2025-06-15,Delivered,Cash,Rajshahi,2.09,0.06,28.7,78
1209,798,2023-09-11,Delivered,Mobile Banking,Chattogram,45.67,0.09,21.52,71
1210,3747,2023-10-29,Cancelled,Mobile Banking,Dhaka,35.63,0.2,33.83,66
1211,2498,2025-01-04,Returned,Mobile Banking,Khulna,19.09,0.17,15.86,11
1212,4741,2024-12-15,Returned,Card,Rajshahi,19.5,0.23,38.88,74
1213,322,2024-09-10,Pending,Card,Rajshahi,32.35,0.22,3.75,6
1214,3935,2023-03-15,Returned,Cash,Sylhet,5.39,0.21,39.39,9
1215,3896,2024-06-15,Cancelled,Mobile Banking,Sylhet,8.11,0.26,33.93,19
1216,1069,2023-10-04,Cancelled,Card,Khulna,42.51,0.23,34.73,25
1217,324,2024-02-25,Pending,Mobile Banking,Sylhet,10.91,0.07,33.77,5
1218,3333,2023-02-26,Delivered,Card,Sylhet,36.61,0.26,34.54,5
1219,2668,2024-07-22,Cancelled,Cash,Chattogram,12.06,0.1,32.7,54
1220,2095,2023-03-10,Returned,Mobile Banking,Dhaka,5.32,0.27,36.03,67
1221,645,2023-07-17,Returned,Card,Chattogram,45.1,0.25,18.7,68
1222,3845,2023-06-01,Delivered,Cash,Rajshahi,45.18,0.02,37.6,12
1223,1712,2024-12-20,Pending,Cash,Chattogram,30.66,0.23,15.71,90
1224,2681,2023-07-07,Cancelled,Card,Khulna,23.64,0.15,29.28,6
1225,841,2024-10-24,Returned,Cash,Chattogram,28.09,0.29,28.56,74
1226,303,2023-02-16,Delivered,Card,Sylhet,21.0,0.14,32.93,91
1227,3262,2024-05-14,Delivered,Mobile Banking,Khulna,38.1,0.02,29.67,87
1228,4868,2024-12-20,Delivered,Cash,Khulna,37.97,0.09,1.9,38
1229,3761,2023-08-31,Returned,Mobile Banking,Rajshahi,41.13,0.13,29.7,30
1230,2625,2023-06-29,Delivered,Card,Rajshahi,26.62,0.18,1.42,37
1231,4960,2023-05-21,Delivered,Mobile Banking,Sylhet,40.27,0.05,21.56,25
1232,336,2024-05-13,Delivered,Cash,Dhaka,8.63,0.15,33.64,44
1233,1879,2025-01-18,Cancelled,Cash,Khulna,2.48,0.15,33.27,60
1234,3292,2023-01-08,Returned,Cash,Sylhet,32.75,0.25,33.73,14
1235,1853,2023-04-12,Cancelled,Cash,Rajshahi,6.17,0.09,24.3,67
1236,4756,2023-06-09,Pending,Card,Rajshahi,27.98,0.13,7.76,68
1237,2001,2024-04-14,Delivered,Mobile Banking,Dhaka,36.34,0.12,20.57,36
1238,4708,2024-10-18,Returned,Card,Khulna,20.95,0.19,20.89,25
1239,5000,2023-01-05,Pending,Cash,Khulna,3.15,0.25,13.33,8
1240,2130,2025-04-19,Cancelled,Mobile Banking,Sylhet,44.47,0.2,17.25,25
1241,969,2024-01-14,Pending,Cash,Dhaka,3.12,0.14,34.95,36
1242,1957,2024-01-16,Cancelled,Mobile Banking,Chattogram,45.33,0.19,20.96,30
1243,2526,2024-08-28,Returned,Mobile Banking,Sylhet,3.58,0.1,28.34,79
1244,2347,2024-12-29,Cancelled,Cash,Khulna,37.02,0.04,20.08,60
1245,750,2024-11-14,Pending,Card,Sylhet,46.32,0.1,24.89,45
1246,2744,2025-04-15,Cancelled,Cash,Sylhet,45.44,0.13,4.16,47
1247,1300,2024-10-11,Cancelled,Mobile Banking,Sylhet,44.78,0.13,37.29,50
1248,304,2023-10-31,Pending,Card,Sylhet,44.27,0.22,17.72,69
1249,2916,2023-06-05,Pending,Card,Khulna,26.01,0.28,30.06,82
1250,4066,2025-02-11,Delivered,Card,Dhaka,28.33,0.12,26.85,96
1251,3345,2023-10-27,Pending,Card,Dhaka,31.37,0.03,32.07,42
1252,36,2024-11-01,Cancelled,Mobile Banking,Rajshahi,44.9,0.01,1.88,50
1253,4518,2023-09-29,Returned,Mobile Banking,Rajshahi,42.07,0.0,37.45,7
1254,3550,2023-05-03,Returned,Cash,Chattogram,39.37,0.28,33.28,4
1255,2386,2024-05-25,Delivered,Mobile Banking,Dhaka,34.11,0.3,33.43,54
1256,4724,2023-10-06,Cancelled,Cash,Sylhet,31.3,0.02,18.95,45
1257,1434,2025-05-10,Pending,Mobile Banking,Rajshahi,46.2,0.11,31.95,31
1258,4559,2024-01-02,Cancelled,Cash,Sylhet,10.44,0.2,23.22,80
1259,81,2024-06-16,Pending,Card,Chattogram,10.44,0.05,20.39,61
1260,1503,2025-06-16,Pending,Card,Dhaka,49.14,0.18,31.5,45
1261,4516,2025-03-01,Pending,Mobile Banking,Khulna,28.1,0.24,25.3,3
1262,3512,2024-12-20,Delivered,Card,Chattogram,24.69,0.26,3.55,47
1263,2943,2024-09-21,Pending,Cash,Khulna,42.68,0.21,12.92,49
1264,795,2023-05-03,Cancelled,Cash,Dhaka,42.64,0.02,25.07,3
1265,1731,2024-12-13,Delivered,Card,Khulna,9.65,0.1,36.2,3
1266,184,2024-01-21,Delivered,Card,Dhaka,9.51,0.29,37.35,93
1267,4654,2025-04-29,Returned,Card,Sylhet,39.97,0.06,33.64,83
1268,1172,2024-02-01,Delivered,Mobile Banking,Chattogram,39.5,0.14,10.55,4
1269,2043,2023-10-28,Cancelled,Cash,Sylhet,12.03,0.1,19.2,59
1270,1288,2025-04-19,Returned,Mobile Banking,Dhaka,42.23,0.06,17.62,35
1271,3677,2024-01-29,Pending,Mobile Banking,Dhaka,24.52,0.1,17.83,53
1272,4936,2024-08-25,Returned,Cash,Sylhet,24.03,0.06,2.47,16
1273,3561,2024-08-15,Delivered,Cash,Sylhet,49.3,0.26,7.36,51
1274,1883,2023-08-04,Pending,Cash,Sylhet,26.44,0.05,6.55,26
1275,282,2025-02-27,Pending,Mobile Banking,Chattogram,7.72,0.19,24.88,38
1276,4711,2023-01-01,Cancelled,Cash,Chattogram,14.73,0.28,16.77,68
1277,2250,2023-05-24,Delivered,Card,Dhaka,17.35,0.29,13.31,34
1278,4670,2023-09-07,Cancelled,Cash,Rajshahi,47.96,0.18,18.03,21
1279,417,2023-06-20,Delivered,Mobile Banking,Sylhet,13.94,0.08,13.31,41
1280,317,2023-05-14,Delivered,Card,Khulna,22.09,0.07,30.42,59
1281,3300,2023-03-17,Pending,Card,Khulna,37.73,0.22,7.1,89
1282,2964,2024-04-24,Pending,Mobile Banking,Khulna,14.43,0.29,2.72,3
1283,1092,2024-09-15,Returned,Mobile Banking,Sylhet,35.38,0.02,26.2,56
1284,2845,2025-01-31,Delivered,Cash,Rajshahi,11.17,0.24,9.61,62
1285,3886,2023-09-24,Delivered,Card,Rajshahi,12.88,0.04,25.91,18
1286,677,2024-04-10,Pending,Cash,Chattogram,49.33,0.09,2.81,89
1287,1125,2024-03-25,Delivered,Card,Rajshahi,19.08,0.17,10.26,96
1288,2291,2023-04-06,Delivered,Mobile Banking,Khulna,36.75,0.09,6.58,84
1289,1114,2025-01-22,Delivered,Card,Khulna,42.16,0.2,11.98,15
