product_id,product_name,category,subcategory,brand,unit_price,cost_price,supplier_id,stock_qty,launch_year
1144,Product1144,Home,E,BrandX,215.46,7.57,41,365,2018
1145,Product1145,Sports,C,BrandA,107.72,217.72,359,824,2019
1146,Product1146,Home,E,BrandA,318.34,232.43,7,365,2024
1147,Product1147,Fashion,E,BrandY,215.66,217.41,350,92,2020
1148,Product1148,Fashion,B,BrandX,12.98,230.21,372,70,2018
1149,Product1149,Fashion,A,BrandA,18.94,130.41,105,325,2020
1150,Product1150,Fashion,D,BrandA,238.21,298.14,472,506,2019
1151,Product1151,Fashion,C,BrandA,95.7,231.69,458,325,2021
1152,Product1152,Sports,A,BrandZ,294.6,174.45,308,843,2020
1153,Product1153,Beauty,C,BrandY,207.05,280.39,45,190,2025
1154,Product1154,Sports,A,BrandX,328.94,272.64,38,213,2025
1155,Product1155,Beauty,E,BrandA,476.44,244.74,164,46,2021
1156,Product1156,Sports,C,BrandA,266.72,169.98,81,729,2024
1157,Product1157,Fashion,A,BrandA,394.75,159.08,341,88,2025
1158,Product1158,Electronics,D,BrandZ,377.76,99.95,58,786,2020
1159,Product1159,Beauty,E,BrandX,461.29,76.76,302,995,2022
1160,Product1160,Electronics,C,BrandA,110.94,154.68,123,226,2023
1161,Product1161,Fashion,C,BrandA,414.53,174.18,195,396,2025
1162,Product1162,Beauty,A,BrandZ,453.23,74.87,193,216,2021
1163,Product1163,Electronics,C,BrandZ,199.42,276.94,402,751,2022
1164,Product1164,Sports,E,BrandY,160.34,168.07,386,300,2023
1165,Product1165,Fashion,B,BrandY,476.26,158.9,104,415,2022
1166,Product1166,Sports,A,BrandX,315.68,131.82,112,925,2019
1167,Product1167,Sports,D,BrandY,193.43,19.31,132,852,2025
1168,Product1168,Fashion,C,BrandX,396.95,264.96,96,893,2019
1169,Product1169,Beauty,E,BrandY,155.71,96.46,83,169,2018
1170,Product1170,Home,C,BrandA,92.32,193.45,468,364,2021
1171,Product1171,Home,D,BrandY,274.26,183.02,170,231,2018
1172,Product1172,Fashion,E,BrandA,285.27,176.18,49,619,2025
1173,Product1173,Home,D,BrandX,413.74,158.66,433,327,2024
1174,Product1174,Electronics,E,BrandY,231.23,56.07,373,232,2021
1175,Product1175,Beauty,B,BrandY,408.22,85.62,135,681,2019
1176,Product1176,Sports,E,BrandY,159.1,158.21,265,646,2019
1177,Product1177,Sports,D,BrandA,289.81,237.22,199,642,2023
1178,Product1178,Fashion,A,BrandA,108.19,130.73,283,36,2023
1179,Product1179,Sports,B,BrandY,195.8,62.77,405,770,2019
1180,Product1180,Electronics,C,BrandX,429.48,28.21,35,401,2024
1181,Product1181,Electronics,B,BrandA,111.91,199.58,344,635,2021
1182,Product1182,Fashion,B,BrandZ,406.07,128.16,480,425,2025
1183,Product1183,Sports,C,BrandX,145.02,39.36,204,904,2024
1184,Product1184,Home,E,BrandX,22.07,202.99,471,952,2024
1185,Product1185,Home,B,BrandX,59.42,63.86,420,407,2019
1186,Product1186,Beauty,B,BrandA,374.21,153.69,241,774,2018
1187,Product1187,Fashion,A,BrandY,134.73,93.24,349,864,2022
1188,Product1188,Beauty,A,BrandY,328.8,279.64,323,216,2023
1189,Product1189,Home,D,BrandZ,351.1,70.03,43,169,2024
1190,Product1190,Home,C,BrandY,175.83,127.14,264,609,2021
1191,Product1191,Home,E,BrandZ,240.08,287.93,482,357,2022
1192,Product1192,Beauty,E,BrandZ,204.86,96.98,377,185,2018
1193,Product1193,Fashion,D,BrandY,473.94,194.09,78,724,2020
1194,Product1194,Electronics,E,BrandZ,163.37,96.38,36,869,2023
1195,Product1195,Electronics,E,BrandX,95.74,34.98,383,823,2025
1196,Product1196,Home,A,BrandX,185.97,189.01,304,743,2019
1197,Product1197,Fashion,E,BrandX,336.41,274.98,174,953,2023
1198,Product1198,Fashion,E,BrandA,350.19,136.86,416,913,2023
1199,Product1199,Sports,D,BrandZ,462.41,188.6,135,678,2023
1200,Product1200,Sports,D,BrandZ,441.47,183.45,330,817,2018
1201,Product1201,Beauty,B,BrandX,147.72,125.7,140,160,2020
1202,Product1202,Sports,E,BrandA,230.31,185.24,55,283,2021
1203,Product1203,Beauty,E,BrandY,374.9,79.28,252,183,2018
1204,Product1204,Electronics,E,BrandX,458.69,114.66,488,536,2025
1205,Product1205,Home,A,BrandA,171.9,133.81,279,141,2021
1206,Product1206,Fashion,E,BrandY,225.0,259.47,459,694,2022
1207,Product1207,Electronics,A,BrandA,450.24,105.8,180,595,2022
1208,Product1208,Electronics,B,BrandY,182.45,191.27,13,230,2025
1209,Product1209,Beauty,C,BrandZ,242.85,65.59,204,467,2021
1210,Product1210,Home,E,BrandZ,452.73,77.27,455,902,2024
1211,Product1211,Beauty,D,BrandA,402.11,195.23,309,387,2022
1212,Product1212,Electronics,D,BrandA,125.5,229.17,63,734,2022
1213,Product1213,Fashion,E,BrandY,165.77,139.71,492,157,2025
1214,Product1214,Sports,A,BrandA,179.71,101.86,74,317,2025
1215,Product1215,Beauty,D,BrandA,456.81,273.26,455,184,2019
1216,Product1216,Electronics,D,BrandY,499.47,42.47,307,420,2021
1217,Product1217,Sports,B,BrandY,388.13,216.77,442,182,2021
1218,Product1218,Sports,B,BrandZ,244.74,207.67,155,596,2020
1219,Product1219,Electronics,B,BrandX,10.04,207.69,7,576,2025
1220,Product1220,Home,D,BrandA,350.26,280.76,375,51,2023
1221,Product1221,Electronics,D,BrandY,197.73,219.0,306,2,2019
1222,Product1222,Fashion,E,BrandZ,318.33,91.87,408,76,2018
1223,Product1223,Sports,E,BrandX,305.31,107.32,343,646,2019
1224,Product1224,Fashion,A,BrandA,243.01,118.55,153,837,2018
1225,Product1225,Beauty,D,BrandZ,472.47,11.18,44,581,2021
1226,Product1226,Sports,E,BrandX,16.46,274.23,36,673,2019
1227,Product1227,Home,E,BrandA,357.51,23.92,441,607,2024
1228,Product1228,Electronics,B,BrandZ,207.87,210.54,97,15,2020
1229,Product1229,Beauty,B,BrandA,358.33,219.59,165,229,2023
1230,Product1230,Fashion,B,BrandX,339.23,253.43,234,903,2022
1231,Product1231,Beauty,C,BrandY,10.07,166.9,103,916,2018
1232,Product1232,Home,E,BrandZ,146.24,218.13,436,888,2022
1233,Product1233,Electronics,B,BrandX,98.6,92.21,381,266,2023
1234,Product1234,Beauty,B,BrandA,87.66,224.18,447,305,2021
1235,Product1235,Fashion,D,BrandX,365.6,104.34,7,854,2021
1236,Product1236,Beauty,B,BrandX,123.58,271.05,94,5,2021
1237,Product1237,Electronics,D,BrandY,240.0,50.69,444,109,2022
1238,Product1238,Beauty,A,BrandZ,127.26,96.1,479,142,2023
1239,Product1239,Fashion,B,BrandX,292.22,150.63,121,906,2024
1240,Product1240,Electronics,D,BrandY,361.68,233.2,365,666,2021
1241,Product1241,Home,B,BrandY,168.88,225.14,494,206,2021
1242,Product1242,Home,A,BrandY,303.5,64.79,37,428,2022
1243,Product1243,Sports,B,BrandA,413.3,44.98,21,165,2021
1244,Product1244,Beauty,D,BrandY,51.64,92.58,98,259,2023
1245,Product1245,Fashion,A,BrandY,356.78,146.16,302,973,2025
1246,Product1246,Beauty,A,BrandY,164.96,162.62,21,684,2018
1247,Product1247,Electronics,A,BrandY,65.71,129.88,232,393,2019
1248,Product1248,Sports,C,BrandZ,275.1,199.6,468,120,2018
1249,Product1249,Fashion,D,BrandZ,117.0,129.41,354,949,2024
1250,Product1250,Beauty,C,BrandY,411.57,284.01,72,412,2021
1251,Product1251,Fashion,A,BrandX,26.23,79.77,352,139,2023
1252,Product1252,Electronics,C,BrandA,53.83,188.96,52,951,2023
1253,Product1253,Sports,B,BrandX,262.89,184.19,222,167,2021
1254,Product1254,Fashion,C,BrandX,296.53,85.91,285,83,2024
1255,Product1255,Electronics,E,BrandY,366.29,124.68,325,420,2024
1256,Product1256,Home,A,BrandX,133.33,110.91,478,705,2025
1257,Product1257,Fashion,A,BrandZ,421.67,53.4,460,787,2021
1258,Product1258,Sports,D,BrandZ,476.81,144.23,167,267,2021
1259,Product1259,Fashion,B,BrandA,252.02,117.23,283,37,2022
1260,Product1260,Fashion,D,BrandZ,381.46,55.14,205,925,2023
1261,Product1261,Electronics,C,BrandZ,264.8,136.06,367,302,2019
1262,Product1262,Beauty,E,BrandY,39.39,127.71,138,337,2025
1263,Product1263,Beauty,E,BrandZ,166.43,41.15,36,753,2022
1264,Product1264,Fashion,E,BrandX,48.31,41.09,95,329,2022
1265,Product1265,Sports,E,BrandX,494.5,194.96,16,198,2023
1266,Product1266,Sports,B,BrandZ,118.37,212.56,487,809,2024
1267,Product1267,Electronics,C,BrandA,319.77,282.47,237,4,2025
1268,Product1268,Fashion,E,BrandA,145.75,27.93,164,431,2021
1269,Product1269,Fashion,A,BrandA,328.36,37.12,90,988,2018
1270,Product1270,Beauty,C,BrandZ,109.15,17.44,108,370,2023
1271,Product1271,Electronics,B,BrandA,393.71,160.6,84,894,2018
1272,Product1272,Home,E,BrandZ,59.85,187.58,255,866,2020
1273,Product1273,Sports,B,BrandX,448.1,122.25,418,102,2023
1274,Product1274,Sports,E,BrandA,421.01,239.77,165,434,2025
1275,Product1275,Fashion,A,BrandA,341.01,206.64,200,907,2019
1276,Product1276,Electronics,C,BrandA,38.37,295.78,324,649,2023
1277,Product1277,Home,A,BrandX,108.24,43.09,315,804,2025
1278,Product1278,Sports,E,BrandZ,430.38,19.38,157,380,2020
1279,Product1279,Electronics,D,BrandX,65.38,83.89,31,65,2022
1280,Product1280,Home,C,BrandX,82.19,7.68,66,578,2020
1281,Product1281,Fashion,B,BrandY,274.28,279.92,89,269,2024
1282,Product1282,Beauty,E,BrandA,140.72,92.58,486,46,2020
1283,Product1283,Sports,A,BrandZ,114.93,166.62,259,915,2023
1284,Product1284,Sports,D,BrandZ,290.03,96.78,253,364,2020
1285,Product1285,Home,E,BrandY,189.43,75.25,494,880,2019
1286,Product1286,Beauty,B,BrandY,74.58,47.4,234,179,2023
1287,Product1287,Electronics,A,BrandX,269.75,97.47,107,67,2018
1288,Product1288,Fashion,C,BrandY,196.57,185.39,69,114,2018
1289,Product1289,Electronics,D,BrandZ,368.59,291.54,278,25,2020
1290,Product1290,Home,E,BrandZ,55.86,168.31,336,558,2023
1291,Product1291,Sports,E,BrandZ,312.2,160.75,201,206,2025
1292,Product1292,Sports,E,BrandX,221.06,12.51,53,72,2019
1293,Product1293,Electronics,E,BrandA,206.0,252.35,432,258,2018
1294,Product1294,Fashion,A,BrandA,119.98,15.36,457,385,2021
1295,Product1295,Home,C,BrandX,20.06,272.06,241,998,2023
1296,Product1296,Fashion,B,BrandZ,424.61,162.52,332,936,2024
1297,Product1297,Home,D,BrandZ,166.57,52.2,175,29,2023
1298,Product1298,Fashion,E,BrandX,342.14,136.61,42,420,2025
1299,Product1299,Electronics,E,BrandX,474.06,298.51,260,976,2024
1300,Product1300,Beauty,C,BrandY,284.67,92.91,369,2,2025
1301,Product1301,Home,C,BrandX,201.59,82.3,210,520,2018
1302,Product1302,Electronics,A,BrandA,137.8,37.17,466,519,2018
1303,Product1303,Sports,A,BrandX,467.35,179.95,42,520,2019
1304,Product1304,Sports,A,BrandZ,342.63,28.59,427,887,2019
1305,Product1305,Fashion,D,BrandZ,334.31,230.27,353,400,2018
1306,Product1306,Sports,A,BrandZ,215.95,275.93,170,663,2021
1307,Product1307,Beauty,E,BrandA,423.3,279.7,382,967,2021
1308,Product1308,Home,A,BrandA,358.27,34.16,259,653,2024
1309,Product1309,Fashion,D,BrandY,145.18,168.36,443,949,2020
1310,Product1310,Home,A,BrandX,301.79,30.94,486,847,2020
1311,Product1311,Home,A,BrandY,217.95,172.46,337,273,2018
1312,Product1312,Electronics,E,BrandX,8.26,244.86,204,471,2018
1313,Product1313,Sports,E,BrandX,404.77,162.26,395,934,2018
1314,Product1314,Home,E,BrandA,65.8,261.87,337,371,2023
1315,Product1315,Beauty,A,BrandZ,257.43,240.9,163,430,2021
1316,Product1316,Beauty,E,BrandX,171.43,84.41,105,538,2022
1317,Product1317,Sports,C,BrandA,174.33,189.77,178,347,2020
1318,Product1318,Sports,B,BrandY,241.3,4.21,191,70,2020
1319,Product1319,Fashion,B,BrandZ,498.53,120.02,124,481,2022
1320,Product1320,Fashion,E,BrandY,207.15,72.91,198,730,2018
1321,Product1321,Fashion,D,BrandY,95.25,281.26,99,801,2025
1322,Product1322,Sports,E,BrandA,308.74,122.81,6,255,2020
1323,Product1323,Home,E,BrandZ,121.96,196.91,288,102,2021
1324,Product1324,Electronics,A,BrandX,57.25,220.13,267,146,2022
1325,Product1325,Fashion,D,BrandY,29.84,232.42,43,901,2021
1326,Product1326,Electronics,E,BrandX,16.33,221.26,295,669,2023
1327,Product1327,Beauty,C,BrandZ,218.43,88.17,141,859,2018
1328,Product1328,Sports,B,BrandA,216.23,206.45,269,139,2020
1329,Product1329,Beauty,C,BrandA,96.84,165.6,39,654,2024
1330,Product1330,Fashion,C,BrandA,393.09,180.02,430,620,2021
1331,Product1331,Home,C,BrandX,68.99,2.24,162,422,2022
1332,Product1332,Fashion,D,BrandX,458.08,78.96,195,870,2024
1333,Product1333,Electronics,D,BrandZ,295.85,279.34,416,831,2025
1334,Product1334,Fashion,D,BrandX,18.67,88.44,324,63,2025
1335,Product1335,Home,B,BrandA,481.67,132.53,104,270,2018
1336,Product1336,Home,A,BrandY,157.43,57.63,245,697,2020
1337,Product1337,Sports,E,BrandY,227.74,43.3,65,867,2020
1338,Product1338,Sports,E,BrandY,145.71,64.18,201,834,2024
1339,Product1339,Home,A,BrandA,365.57,166.99,369,512,2018
1340,Product1340,Home,E,BrandX,245.41,275.87,242,6,2018
1341,Product1341,Electronics,C,BrandY,70.52,99.21,7,392,2018
1342,Product1342,Fashion,B,BrandX,56.58,98.38,219,0,2023
1343,Product1343,Sports,E,BrandX,364.06,170.11,3,260,2021
1344,Product1344,Electronics,B,BrandA,122.36,108.31,342,46,2019
1345,Product1345,Fashion,A,BrandX,73.21,273.3,464,867,2023
1346,Product1346,Sports,E,BrandX,252.22,114.6,456,777,2020
1347,Product1347,Electronics,B,BrandA,402.37,148.15,453,1,2024
1348,Product1348,Beauty,C,BrandZ,143.0,160.95,305,534,2021
1349,Product1349,Beauty,C,BrandY,141.83,235.06,314,358,2025
1350,Product1350,Sports,A,BrandY,417.77,170.04,478,476,2022
1351,Product1351,Electronics,D,BrandX,78.18,73.27,284,951,2020
1352,Product1352,Fashion,E,BrandZ,310.28,38.95,371,914,2023
1353,Product1353,Fashion,C,BrandA,477.73,281.46,411,421,2025
1354,Product1354,Electronics,C,BrandX,421.45,240.87,498,814,2025
1355,Product1355,Beauty,A,BrandA,35.6,8.84,22,595,2019
1356,Product1356,Electronics,C,BrandY,163.36,246.82,94,203,2022
1357,Product1357,Beauty,E,BrandA,75.48,178.0,357,970,2020
1358,Product1358,Beauty,A,BrandY,474.87,156.63,71,226,2024
1359,Product1359,Fashion,B,BrandA,493.04,5.64,370,947,2019
1360,Product1360,Sports,A,BrandA,121.32,234.7,222,763,2018
1361,Product1361,Home,E,BrandZ,336.5,61.02,13,816,2019
1362,Product1362,Electronics,E,BrandA,421.61,218.94,406,966,2020
1363,Product1363,Beauty,B,BrandX,120.67,6.73,459,150,2019
1364,Product1364,Electronics,A,BrandZ,97.9,239.31,5,246,2023
1365,Product1365,Sports,E,BrandX,10.55,8.87,22,817,2020
1366,Product1366,Sports,E,BrandA,208.92,72.3,463,16,2020
1367,Product1367,Home,B,BrandA,450.22,81.95,383,303,2024
1368,Product1368,Home,D,BrandZ,451.97,48.94,309,888,2019
1369,Product1369,Beauty,A,BrandY,68.23,145.36,295,513,2019
1370,Product1370,Home,E,BrandZ,106.15,86.54,37,196,2023
1371,Product1371,Beauty,C,BrandY,206.98,298.0,31,445,2022
1372,Product1372,Fashion,B,BrandY,391.41,174.83,62,340,2025
1373,Product1373,Beauty,D,BrandA,307.87,170.81,221,780,2022
1374,Product1374,Home,D,BrandX,259.36,67.82,359,60,2021
1375,Product1375,Electronics,B,BrandZ,298.01,123.79,81,266,2020
1376,Product1376,Home,D,BrandZ,52.62,38.95,383,983,2025
1377,Product1377,Sports,E,BrandA,241.44,229.23,233,96,2022
1378,Product1378,Home,D,BrandA,496.07,100.69,6,282,2024
1379,Product1379,Fashion,A,BrandZ,48.78,226.09,105,246,2025
1380,Product1380,Beauty,C,BrandZ,262.03,112.77,337,34,2025
1381,Product1381,Sports,E,BrandX,151.35,296.65,162,785,2021
1382,Product1382,Beauty,B,BrandA,272.26,52.99,343,468,2023
1383,Product1383,Beauty,C,BrandX,289.04,2.45,52,67,2020
1384,Product1384,Home,E,BrandA,290.85,179.26,158,188,2023
1385,Product1385,Electronics,C,BrandA,426.84,285.98,13,40,2024
1386,Product1386,Sports,D,BrandX,197.92,194.82,186,607,2025
1387,Product1387,Fashion,B,BrandY,260.6,27.55,222,682,2021
1388,Product1388,Fashion,B,BrandY,10.41,163.06,241,944,2022
1389,Product1389,Electronics,A,BrandY,395.83,273.03,309,906,2021
1390,Product1390,Electronics,D,BrandA,133.45,3.94,148,66,2019
1391,Product1391,Home,A,BrandX,409.19,51.74,390,946,2023
1392,Product1392,Fashion,A,BrandY,136.49,244.74,55,307,2021
1393,Product1393,Sports,D,BrandZ,10.34,268.38,415,118,2023
1394,Product1394,Electronics,E,BrandY,81.64,212.73,59,852,2025
1395,Product1395,Electronics,A,BrandX,492.91,297.48,403,682,2018
1396,Product1396,Electronics,C,BrandA,163.3,28.88,198,185,2018
1397,Product1397,Sports,E,BrandX,58.87,164.61,98,973,2021
1398,Product1398,Fashion,D,BrandA,63.79,206.13,156,69,2018
1399,Product1399,Sports,B,BrandX,158.62,211.39,250,756,2021
1400,Product1400,Sports,E,BrandX,23.63,238.46,397,924,2023
1401,Product1401,Home,A,BrandZ,258.19,275.45,180,670,2025
1402,Product1402,Electronics,C,BrandY,110.8,109.77,74,283,2024
1403,Product1403,Fashion,D,BrandY,262.06,14.8,61,618,2024
1404,Product1404,Home,B,BrandX,74.68,110.01,425,945,2021
1405,Product1405,Home,C,BrandY,217.78,202.14,45,547,2021
1406,Product1406,Beauty,B,BrandZ,300.97,65.61,135,347,2025
1407,Product1407,Electronics,D,BrandX,35.69,243.37,210,914,2018
1408,Product1408,Fashion,E,BrandY,202.38,67.49,86,194,2020
1409,Product1409,Fashion,A,BrandY,154.75,5.0,270,779,2021
1410,Product1410,Fashion,D,BrandA,123.98,153.41,292,483,2021
1411,Product1411,Electronics,C,BrandY,304.24,218.49,264,983,2019
1412,Product1412,Fashion,E,BrandY,296.33,106.2,268,587,2019
1413,Product1413,Sports,B,BrandA,317.2,225.17,424,279,2022
1414,Product1414,Sports,E,BrandX,83.65,132.64,496,832,2018
1415,Product1415,Electronics,E,BrandX,146.43,53.17,225,347,2020
1416,Product1416,Fashion,C,BrandZ,108.79,28.99,216,591,2024
1417,Product1417,Beauty,A,BrandA,272.55,213.75,362,916,2021
1418,Product1418,Beauty,E,BrandX,233.23,116.94,231,477,2024
1419,Product1419,Beauty,E,BrandY,168.5,274.01,190,97,2021
1420,Product1420,Sports,A,BrandY,394.08,163.0,142,281,2018
1421,Product1421,Beauty,A,BrandY,51.52,105.83,177,629,2022
1422,Product1422,Fashion,B,BrandZ,487.57,106.0,51,418,2022
1423,Product1423,Fashion,B,BrandX,62.69,41.17,190,222,2019
1424,Product1424,Beauty,A,BrandA,387.67,178.95,5,251,2024
1425,Product1425,Home,D,BrandX,187.27,175.49,211,79,2018
1426,Product1426,Beauty,A,BrandA,433.3,240.4,195,825,2022
1427,Product1427,Home,B,BrandA,41.71,61.96,1,681,2022
1428,Product1428,Electronics,C,BrandX,190.49,88.66,104,412,2024
1429,Product1429,Electronics,C,BrandY,171.04,30.98,361,668,2020
1430,Product1430,Fashion,E,BrandY,496.61,90.01,101,392,2019
1431,Product1431,Sports,C,BrandA,492.85,129.57,128,333,2019
1432,Product1432,Fashion,B,BrandY,98.95,289.28,353,888,2019
1433,Product1433,Fashion,C,BrandZ,316.82,196.61,305,327,2023
1434,Product1434,Sports,D,BrandZ,270.08,235.3,249,1,2022
1435,Product1435,Fashion,A,BrandA,81.41,99.0,494,202,2021
1436,Product1436,Sports,A,BrandY,88.05,45.06,401,257,2023
1437,Product1437,Fashion,B,BrandA,494.68,78.5,457,762,2025
1438,Product1438,Electronics,E,BrandZ,229.1,78.43,351,366,2022
1439,Product1439,Home,A,BrandZ,67.27,175.77,291,145,2022
1440,Product1440,Fashion,C,BrandZ,111.32,103.76,451,836,2024
1441,Product1441,Home,D,BrandX,137.83,257.5,269,377,2025
1442,Product1442,Beauty,E,BrandZ,257.9,296.59,372,440,2025
1443,Product1443,Fashion,E,BrandY,171.1,104.3,421,454,2018
1444,Product1444,Electronics,E,BrandX,230.23,212.11,38,406,2024
1445,Product1445,Sports,A,BrandZ,87.42,197.93,334,786,2019
1446,Product1446,Electronics,E,BrandY,166.73,59.95,390,18,2019
1447,Product1447,Home,B,BrandZ,39.81,275.57,250,953,2024
1448,Product1448,Sports,C,BrandY,445.41,61.43,221,879,2020
1449,Product1449,Electronics,D,BrandY,103.38,221.61,63,978,2019
1450,Product1450,Electronics,C,BrandZ,379.67,105.59,253,432,2022
1451,Product1451,Electronics,B,BrandZ,178.03,111.39,433,428,2018
1452,Product1452,Sports,B,BrandX,239.83,137.72,265,251,2020
1453,Product1453,Electronics,C,BrandZ,149.17,259.62,164,999,2022
1454,Product1454,Electronics,A,BrandY,349.74,43.8,23,795,2022
1455,Product1455,Home,B,BrandA,423.05,18.26,79,842,2025
1456,Product1456,Electronics,E,BrandX,146.7,121.81,118,561,2023
1457,Product1457,Electronics,D,BrandY,124.9,18.56,185,906,2020
1458,Product1458,Beauty,D,BrandY,342.31,206.91,434,822,2023
1459,Product1459,Sports,B,BrandA,101.6,228.58,495,648,2025
1460,Product1460,Beauty,E,BrandZ,321.72,256.7,59,909,2022
1461,Product1461,Home,C,BrandY,51.74,223.66,370,737,2022
1462,Product1462,Beauty,D,BrandA,311.97,275.07,391,220,2025
1463,Product1463,Fashion,E,BrandA,259.14,224.99,303,112,2023
1464,Product1464,Sports,E,BrandZ,61.38,280.95,252,148,2025
1465,Product1465,Electronics,A,BrandA,326.31,59.55,89,559,2018
1466,Product1466,Beauty,B,BrandA,226.05,150.96,229,57,2018
1467,Product1467,Beauty,E,BrandA,112.47,298.19,343,196,2023
1468,Product1468,Electronics,C,BrandA,179.93,205.11,331,736,2018
1469,Product1469,Electronics,D,BrandA,248.59,263.84,440,648,2019
1470,Product1470,Home,A,BrandA,50.32,11.06,238,706,2020
1471,Product1471,Beauty,C,BrandY,479.02,261.78,392,717,2018
1472,Product1472,Beauty,D,BrandX,334.45,209.92,292,17,2022
1473,Product1473,Fashion,B,BrandZ,55.75,52.89,426,779,2019
1474,Product1474,Fashion,C,BrandX,412.32,9.65,295,214,2020
1475,Product1475,Beauty,D,BrandZ,164.66,79.46,321,717,2018
1476,Product1476,Fashion,A,BrandX,300.42,274.9,500,635,2018
1477,Product1477,Beauty,D,BrandZ,142.19,201.1,44,15,2020
1478,Product1478,Sports,E,BrandA,368.04,276.0,333,676,2018
1479,Product1479,Home,A,BrandX,362.89,134.95,80,659,2023
1480,Product1480,Fashion,C,BrandX,278.26,281.11,174,787,2020
1481,Product1481,Beauty,B,BrandZ,124.26,139.96,141,398,2020
1482,Product1482,Fashion,A,BrandZ,130.58,62.87,37,232,2025
1483,Product1483,Home,A,BrandY,194.52,47.12,14,24,2022
1484,Product1484,Sports,A,BrandA,76.78,298.16,122,400,2024
1485,Product1485,Electronics,D,BrandA,172.14,101.49,397,779,2020
1486,Product1486,Electronics,E,BrandY,343.76,49.7,238,364,2024
1487,Product1487,Fashion,B,BrandZ,416.27,4.51,396,937,2021
1488,Product1488,Beauty,B,BrandA,169.63,87.1,55,294,2018
1489,Product1489,Home,E,BrandZ,120.63,266.96,412,951,2024
1490,Product1490,Sports,D,BrandA,417.16,161.13,22,436,2022
1491,Product1491,Sports,D,BrandX,445.9,190.47,340,70,2024
1492,Product1492,Sports,E,BrandX,207.96,276.87,495,711,2019
1493,Product1493,Electronics,E,BrandA,18.32,154.83,403,983,2024
1494,Product1494,Home,C,BrandA,349.01,251.81,203,558,2024
1495,Product1495,Electronics,D,BrandA,393.1,98.5,414,24,2021
1496,Product1496,Fashion,A,BrandY,13.92,293.18,438,724,2020
1497,Product1497,Sports,B,BrandA,299.54,25.49,346,945,2019
1498,Product1498,Home,D,BrandY,296.24,218.0,15,373,2024
1499,Product1499,Sports,E,BrandY,192.46,198.85,30,544,2019
1500,Product1500,Electronics,A,BrandX,376.13,59.12,29,457,2019
1501,Product1501,Electronics,C,BrandA,216.95,117.88,252,213,2019
1502,Product1502,Electronics,C,BrandX,340.0,95.22,160,210,2025
1503,Product1503,Sports,A,BrandX,260.97,30.16,117,540,2022
1504,Product1504,Home,A,BrandY,127.99,176.27,158,770,2022
1505,Product1505,Home,E,BrandZ,305.22,298.11,108,38,2019
1506,Product1506,Fashion,E,BrandY,369.77,168.76,115,259,2021
1507,Product1507,Sports,B,BrandX,487.08,164.49,272,676,2025
1508,Product1508,Fashion,B,BrandY,193.15,14.01,420,94,2018
1509,Product1509,Fashion,C,BrandY,36.91,43.49,338,389,2023
1510,Product1510,Fashion,A,BrandY,494.05,154.94,489,219,2018
1511,Product1511,Fashion,C,BrandA,313.78,295.58,176,905,2022
1512,Product1512,Electronics,E,BrandY,473.49,263.23,231,267,2021
1513,Product1513,Fashion,D,BrandX,56.39,103.38,284,493,2021
1514,Product1514,Home,E,BrandY,174.31,163.82,318,629,2020
1515,Product1515,Fashion,D,BrandA,71.3,166.71,250,65,2025
1516,Product1516,Electronics,A,BrandX,418.58,206.24,467,386,2025
1517,Product1517,Beauty,A,BrandY,440.77,206.96,440,192,2022
1518,Product1518,Beauty,A,BrandX,253.15,237.36,56,319,2021
1519,Product1519,Beauty,B,BrandA,97.37,9.44,331,546,2021
1520,Product1520,Sports,B,BrandZ,67.92,283.22,273,919,2018
1521,Product1521,Home,D,BrandA,296.14,22.88,190,174,2021
1522,Product1522,Electronics,C,BrandA,255.66,143.9,21,111,2021
1523,Product1523,Beauty,C,BrandX,348.92,276.03,165,307,2024
1524,Product1524,Electronics,D,BrandX,156.08,147.33,492,801,2019
1525,Product1525,Electronics,B,BrandZ,204.17,20.96,371,339,2024
1526,Product1526,Sports,E,BrandZ,15.57,70.31,418,79,2025
1527,Product1527,Beauty,D,BrandZ,307.02,174.44,481,477,2018
1528,Product1528,Fashion,C,BrandA,214.46,28.18,285,110,2018
1529,Product1529,Electronics,D,BrandA,460.28,128.26,68,486,2019
1530,Product1530,Beauty,D,BrandZ,322.68,100.07,480,920,2018
1531,Product1531,Electronics,A,BrandZ,202.35,244.93,444,452,2025
1532,Product1532,Sports,B,BrandZ,135.48,34.82,267,412,2020
1533,Product1533,Sports,A,BrandY,453.12,205.47,218,996,2023
1534,Product1534,Fashion,B,BrandY,13.05,123.16,338,603,2020
1535,Product1535,Sports,D,BrandZ,166.82,177.15,384,959,2022
1536,Product1536,Beauty,B,BrandA,472.04,63.25,373,948,2025
1537,Product1537,Sports,C,BrandX,328.75,183.69,96,185,2023
1538,Product1538,Fashion,A,BrandA,268.7,202.85,188,552,2018
1539,Product1539,Home,D,BrandX,105.75,22.93,475,86,2018
1540,Product1540,Electronics,C,BrandZ,417.52,247.65,208,223,2020
1541,Product1541,Electronics,B,BrandY,106.08,258.65,74,50,2022
1542,Product1542,Beauty,B,BrandY,127.89,20.94,364,125,2024
1543,Product1543,Fashion,C,BrandX,99.97,181.75,162,145,2022
1544,Product1544,Fashion,B,BrandZ,83.28,179.02,161,40,2020
1545,Product1545,Fashion,A,BrandY,476.89,5.71,394,354,2020
